10,22,(0, 0, -1)||10
10,10,(1, 0, 0)||294
10,10,(0, 1, 1)||149
10,0,(0, 1, -1)||184
10,10,(1, 1, 0)||149
10,2,(0, -1, 1)||255
10,2,(0, -1, -1)||255
10,2,(1, -1, 0)||255
10,10,(1, 0, 1)||186
10,10,(1, 0, -1)||186
10,5,(0, 0, 1)||12
10,10,(0, 0, -1)||294
10,0,(0, 1, 1)||184
10,10,(0, 1, -1)||149
10,5,(1, 0, 1)||6
5,0,(0, 1, 0)||10
5,2,(0, -1, 0)||12
5,10,(0, 0, 1)||12
5,10,(0, 0, -1)||12
5,5,(1, 0, 0)||4
5,10,(0, 1, 1)||11
5,10,(0, 1, -1)||11
5,0,(1, 1, 0)||11
5,2,(0, -1, 1)||12
5,2,(0, -1, -1)||12
5,2,(1, -1, 0)||11
5,10,(1, 0, 1)||6
5,10,(1, 0, -1)||7
10,5,(0, 0, -1)||12
10,5,(1, 0, -1)||7
0,0,(0, 1, 0)||1724
0,9,(0, -1, 0)||34
0,0,(0, 0, 1)||1784
0,10,(1, 0, 0)||84
0,0,(0, 1, 1)||1467
0,19,(1, 1, 0)||2
0,8,(0, -1, 1)||5
0,10,(1, -1, 0)||184
0,15,(1, 0, 1)||3
0,8,(0, -1, 0)||7
0,0,(0, 0, -1)||1784
0,15,(1, 0, 0)||3
0,0,(0, 1, -1)||1467
0,0,(1, 1, 0)||1467
0,9,(0, -1, 1)||35
0,9,(0, -1, -1)||35
0,20,(1, 0, 1)||6
0,10,(1, 0, -1)||120
0,20,(1, 0, 0)||9
0,22,(0, -1, 1)||7
0,8,(0, -1, -1)||7
0,15,(1, 0, -1)||13
0,22,(0, -1, 0)||11
0,10,(0, 0, 1)||84
0,17,(0, 1, 1)||8
0,10,(0, -1, 1)||184
0,10,(1, 0, 1)||120
0,20,(1, 0, -1)||8
10,17,(0, 1, 0)||21
10,10,(0, -1, 0)||252
10,0,(0, 0, -1)||84
10,16,(0, 1, 1)||20
10,14,(1, 1, 0)||12
10,10,(0, -1, 1)||149
10,22,(0, -1, -1)||5
10,10,(1, -1, 0)||149
10,20,(1, 0, -1)||1
10,16,(0, 1, 0)||21
10,0,(0, 0, 1)||84
10,17,(0, 1, -1)||20
10,15,(1, 1, 0)||11
10,5,(0, -1, 1)||11
10,10,(0, -1, -1)||149
10,0,(1, 0, 1)||120
0,5,(0, -1, 0)||10
0,10,(0, 0, -1)||84
0,0,(1, 0, 0)||1784
0,16,(0, 1, -1)||8
0,10,(0, -1, -1)||184
0,5,(1, -1, 0)||11
10,13,(1, 1, 0)||20
10,5,(0, -1, -1)||11
10,0,(1, 0, -1)||120
10,12,(1, 1, 0)||20
0,0,(0, -1, 0)||1724
0,19,(1, 0, 0)||3
0,0,(0, -1, 1)||1467
0,0,(1, 0, 1)||1520
0,0,(0, -1, -1)||1467
0,15,(1, -1, 0)||15
0,19,(1, 0, -1)||8
0,20,(1, -1, 0)||9
0,0,(1, 0, -1)||1520
0,17,(0, 0, 1)||14
0,14,(1, 0, 1)||11
17,0,(0, 1, 0)||22
17,10,(0, -1, 0)||21
17,16,(0, 0, 1)||11
17,0,(0, 0, -1)||14
17,14,(1, 0, 0)||7
17,0,(0, 1, 1)||19
17,0,(0, 1, -1)||16
17,0,(1, 1, 0)||20
17,10,(0, -1, 1)||20
17,0,(0, -1, -1)||8
17,10,(1, -1, 0)||20
17,15,(1, 0, 1)||4
17,0,(1, 0, -1)||9
16,0,(0, 1, 0)||22
16,10,(0, -1, 0)||21
16,0,(0, 0, 1)||12
16,17,(0, 0, -1)||11
16,15,(1, 0, 0)||7
16,0,(0, 1, 1)||14
16,0,(0, 1, -1)||20
16,0,(1, 1, 0)||19
16,0,(0, -1, 1)||8
16,10,(0, -1, -1)||20
16,10,(1, -1, 0)||20
16,0,(1, 0, 1)||12
16,14,(1, 0, -1)||4
0,16,(0, 0, -1)||12
0,0,(1, -1, 0)||1467
0,13,(1, 0, 1)||12
17,13,(1, 0, 0)||11
17,12,(1, 0, 1)||4
16,12,(1, 0, 0)||11
16,13,(1, 0, -1)||4
0,19,(1, -1, 0)||9
0,17,(0, -1, 1)||16
0,17,(0, -1, 0)||22
0,16,(0, -1, 1)||20
0,14,(1, -1, 0)||14
0,16,(0, -1, 0)||22
0,17,(0, -1, -1)||19
0,16,(0, -1, -1)||14
0,13,(1, -1, 0)||19
0,12,(1, -1, 0)||20
2,2,(-1, 0, 0)||424
2,9,(-1, 1, 0)||39
2,2,(-1, 0, 1)||384
2,8,(-1, 1, 0)||7
2,3,(1, 1, 0)||12
2,2,(-1, 0, -1)||384
2,22,(-1, 1, 0)||10
2,28,(1, 1, 0)||3
2,10,(-1, 1, 0)||255
2,5,(-1, 1, 0)||11
10,9,(-1, 0, 0)||38
10,15,(0, 1, 1)||14
10,0,(-1, 1, 0)||184
10,2,(-1, -1, 0)||255
10,8,(-1, 0, 1)||6
10,3,(1, 0, 1)||8
10,15,(0, 1, 0)||14
10,8,(-1, 0, 0)||7
10,3,(1, 0, 0)||7
10,20,(0, 1, 1)||12
10,9,(-1, 0, 1)||21
10,9,(-1, 0, -1)||20
10,20,(0, 1, 0)||12
10,15,(0, 1, -1)||1
10,38,(1, 1, 0)||7
10,22,(-1, 0, 1)||7
10,28,(1, 0, 1)||5
10,8,(-1, 0, -1)||5
10,3,(1, 0, -1)||8
10,22,(-1, 0, 0)||10
10,28,(1, 0, 0)||6
10,20,(0, 1, -1)||8
10,0,(1, 1, 0)||184
10,10,(-1, 0, 1)||186
10,10,(-1, 0, 0)||294
10,10,(-1, 1, 0)||149
10,22,(-1, 0, -1)||5
10,28,(1, 0, -1)||2
10,5,(-1, 0, 1)||7
10,10,(-1, 0, -1)||186
5,5,(-1, 0, 0)||4
5,0,(-1, 1, 0)||11
5,2,(-1, -1, 0)||11
5,10,(-1, 0, 1)||7
5,10,(-1, 0, -1)||6
10,30,(1, 1, 0)||6
10,5,(-1, 0, -1)||6
10,19,(0, 1, 0)||10
10,15,(0, 0, 1)||7
10,0,(-1, 0, 0)||84
10,19,(1, 1, 0)||7
10,9,(-1, -1, 0)||29
10,0,(-1, 0, 1)||120
10,12,(1, 0, 1)||5
15,0,(0, 1, 0)||17
15,10,(0, -1, 0)||14
15,20,(0, 0, 1)||1
15,10,(0, 0, -1)||7
15,0,(-1, 0, 0)||3
15,12,(1, 0, 0)||7
15,0,(0, 1, 1)||15
15,19,(0, 1, -1)||1
15,0,(-1, 1, 0)||15
15,0,(1, 1, 0)||14
15,10,(0, -1, 1)||1
15,10,(0, -1, -1)||14
15,8,(-1, -1, 0)||1
15,3,(1, -1, 0)||1
15,0,(-1, 0, 1)||13
15,38,(1, 0, 1)||1
15,0,(-1, 0, -1)||3
15,10,(1, 0, -1)||5
20,0,(0, 1, 0)||12
20,10,(0, -1, 0)||12
20,20,(0, 0, 1)||3
20,15,(0, 0, -1)||1
20,0,(-1, 0, 0)||9
20,38,(1, 0, 0)||1
20,0,(0, 1, 1)||10
20,0,(0, 1, -1)||10
20,0,(-1, 1, 0)||9
20,0,(1, 1, 0)||7
20,10,(0, -1, 1)||8
20,10,(0, -1, -1)||12
20,9,(-1, -1, 0)||2
20,10,(1, -1, 0)||11
20,0,(-1, 0, 1)||8
20,0,(1, 0, 1)||2
20,0,(-1, 0, -1)||6
20,12,(1, 0, -1)||1
20,10,(0, 0, 1)||2
20,20,(0, 0, -1)||3
20,0,(1, 0, 0)||1
20,14,(0, 1, 1)||1
20,22,(-1, -1, 0)||1
20,28,(1, -1, 0)||1
20,10,(-1, 0, 1)||1
20,10,(1, 0, 1)||7
20,38,(1, 0, -1)||1
10,14,(0, 1, 0)||14
10,20,(0, 0, -1)||2
10,17,(-1, 1, 0)||20
10,10,(-1, -1, 0)||149
10,0,(-1, 0, -1)||120
10,14,(0, 1, -1)||14
10,16,(-1, 1, 0)||20
0,0,(-1, 0, 0)||1784
0,13,(0, 1, 1)||8
0,15,(0, 1, -1)||9
0,0,(-1, 1, 0)||1467
0,5,(-1, -1, 0)||11
0,10,(-1, 0, 1)||120
0,30,(1, 0, 1)||5
0,10,(-1, 0, -1)||120
10,13,(0, 1, 0)||21
10,30,(1, 0, 0)||1
10,12,(0, 1, 1)||20
10,38,(1, 0, 1)||3
10,12,(0, 1, 0)||21
10,38,(1, 0, 0)||1
10,13,(0, 1, -1)||20
10,30,(1, 0, -1)||3
19,0,(0, 1, 0)||10
19,10,(0, -1, 0)||10
19,0,(0, 0, 1)||8
19,0,(-1, 0, 0)||3
19,19,(1, 0, 0)||6
19,0,(0, 1, 1)||8
19,0,(-1, 1, 0)||9
19,0,(1, 1, 0)||9
19,15,(0, -1, 1)||1
19,0,(-1, -1, 0)||2
19,10,(1, -1, 0)||7
19,0,(-1, 0, 1)||8
19,0,(1, 0, 1)||8
0,15,(0, -1, 0)||17
0,19,(0, 0, -1)||8
0,20,(0, -1, 1)||10
0,0,(-1, -1, 0)||1467
0,0,(-1, 0, 1)||1520
0,0,(-1, 0, -1)||1520
0,20,(0, -1, 0)||12
0,15,(0, -1, -1)||15
0,38,(1, -1, 0)||6
0,14,(0, 0, 1)||14
0,20,(0, -1, -1)||10
0,17,(-1, 0, 1)||9
14,0,(0, 1, 0)||17
14,10,(0, -1, 0)||14
14,15,(0, 0, 1)||8
14,0,(0, 0, -1)||14
14,17,(-1, 0, 0)||7
14,14,(1, 0, 0)||4
14,0,(0, 1, 1)||10
14,0,(0, 1, -1)||15
14,0,(-1, 1, 0)||14
14,0,(1, 1, 0)||15
14,10,(0, -1, 1)||14
14,20,(0, -1, -1)||1
14,10,(-1, -1, 0)||12
14,10,(1, -1, 0)||11
14,16,(-1, 0, 1)||4
14,15,(1, 0, 1)||2
14,0,(-1, 0, -1)||11
14,0,(1, 0, -1)||13
15,0,(0, 0, 1)||14
15,14,(0, 0, -1)||8
15,16,(-1, 0, 0)||7
15,15,(1, 0, 0)||4
15,0,(0, 1, -1)||10
15,0,(0, -1, 1)||9
15,10,(-1, -1, 0)||11
15,10,(1, -1, 0)||12
15,0,(1, 0, 1)||11
15,17,(-1, 0, -1)||4
15,14,(1, 0, -1)||2
0,13,(0, 0, 1)||12
0,15,(0, 0, -1)||14
0,16,(-1, 0, -1)||12
13,0,(0, 1, 0)||22
13,10,(0, -1, 0)||21
13,12,(0, 0, 1)||11
13,0,(0, 0, -1)||12
13,17,(-1, 0, 0)||11
13,0,(1, 0, 0)||14
13,0,(0, 1, 1)||20
13,0,(0, 1, -1)||14
13,0,(-1, 1, 0)||19
13,0,(1, 1, 0)||16
13,10,(0, -1, 1)||20
13,0,(0, -1, -1)||8
13,10,(-1, -1, 0)||20
13,30,(1, -1, 0)||1
13,16,(-1, 0, 1)||4
13,0,(1, 0, 1)||9
13,0,(-1, 0, -1)||12
13,0,(1, 0, -1)||9
12,0,(0, 1, 0)||22
12,10,(0, -1, 0)||21
12,13,(0, 0, -1)||11
12,16,(-1, 0, 0)||11
12,0,(1, 0, 0)||12
12,0,(0, 1, -1)||19
12,0,(-1, 1, 0)||20
12,0,(1, 1, 0)||14
12,10,(0, -1, -1)||20
12,10,(-1, -1, 0)||20
12,38,(1, -1, 0)||1
12,17,(-1, 0, -1)||4
12,0,(1, 0, -1)||12
0,19,(0, -1, 0)||10
0,19,(0, -1, -1)||8
0,14,(0, -1, 1)||15
0,14,(0, -1, 0)||17
0,15,(0, -1, 1)||10
0,17,(-1, -1, 0)||20
0,14,(0, -1, -1)||10
0,16,(-1, -1, 0)||19
0,13,(0, -1, 1)||14
0,13,(0, -1, 0)||22
0,12,(0, -1, 1)||19
0,12,(0, -1, 0)||22
0,13,(0, -1, -1)||20
2,3,(0, 1, 1)||12
2,3,(0, 1, 0)||12
2,39,(1, 1, 0)||10
2,28,(0, 1, 1)||3
2,3,(0, 1, -1)||12
2,9,(1, 1, 0)||39
2,28,(0, 1, 0)||3
2,4,(1, 1, 0)||4
2,28,(0, 1, -1)||2
2,8,(1, 1, 0)||6
2,11,(1, 1, 0)||10
10,3,(0, 0, 1)||7
10,39,(1, 0, 1)||7
3,12,(0, 1, 0)||1
3,2,(0, -1, 0)||12
3,10,(0, 0, 1)||7
3,10,(0, 0, -1)||7
3,10,(-1, 0, 0)||7
3,39,(1, 0, 0)||2
3,38,(0, 1, 1)||1
3,10,(0, 1, -1)||3
3,15,(-1, 1, 0)||1
3,0,(1, 1, 0)||3
3,2,(0, -1, 1)||12
3,2,(0, -1, -1)||12
3,2,(-1, -1, 0)||12
3,2,(1, -1, 0)||12
3,10,(-1, 0, 1)||8
3,9,(1, 0, 1)||3
3,10,(-1, 0, -1)||8
3,10,(1, 0, -1)||8
10,38,(0, 1, 0)||8
10,28,(0, 0, 1)||6
10,3,(0, 0, -1)||7
10,9,(1, 0, 0)||38
10,12,(0, 1, -1)||2
10,20,(-1, 1, 0)||11
10,4,(1, 0, 1)||4
10,39,(1, 0, -1)||7
28,0,(0, 1, 0)||6
28,2,(0, -1, 0)||3
28,10,(0, 0, 1)||1
28,10,(0, 0, -1)||6
28,10,(-1, 0, 0)||6
28,4,(1, 0, 0)||1
28,10,(0, 1, 1)||1
28,38,(0, 1, -1)||1
28,20,(-1, 1, 0)||1
28,0,(1, 1, 0)||6
28,2,(0, -1, 1)||2
28,2,(0, -1, -1)||3
28,2,(-1, -1, 0)||3
28,2,(1, -1, 0)||3
28,10,(-1, 0, 1)||2
28,9,(1, 0, 1)||1
28,10,(-1, 0, -1)||5
28,9,(1, 0, -1)||2
10,28,(0, 0, -1)||1
10,18,(1, 1, 0)||4
10,9,(1, 0, 1)||20
10,4,(1, 0, -1)||4
10,8,(1, 0, 1)||6
10,9,(1, 0, -1)||21
5,8,(1, 0, 0)||1
5,30,(0, 1, 1)||1
5,9,(1, 0, 1)||4
5,9,(1, 0, -1)||4
10,30,(0, 1, 0)||8
10,38,(0, 1, 1)||6
10,11,(1, 0, 1)||5
10,8,(1, 0, -1)||4
10,11,(1, 0, 0)||10
10,30,(0, 1, -1)||7
10,12,(0, 0, 1)||2
10,19,(-1, 1, 0)||7
10,3,(0, -1, 1)||3
10,15,(-1, 0, 1)||5
12,3,(0, -1, 0)||1
12,38,(0, 0, 1)||1
12,10,(0, 0, -1)||2
12,15,(-1, 0, 0)||7
12,0,(0, 1, 1)||16
12,19,(0, 1, -1)||1
12,10,(0, -1, 1)||2
12,39,(1, -1, 0)||1
12,20,(-1, 0, 1)||1
12,0,(1, 0, 1)||9
12,10,(-1, 0, -1)||5
12,10,(1, 0, -1)||2
38,0,(0, 1, 0)||8
38,10,(0, -1, 0)||8
38,0,(0, 0, 1)||6
38,12,(0, 0, -1)||1
38,20,(-1, 0, 0)||1
38,0,(1, 0, 0)||6
38,0,(0, 1, 1)||6
38,0,(0, 1, -1)||7
38,0,(-1, 1, 0)||6
38,0,(1, 1, 0)||6
38,28,(0, -1, 1)||1
38,3,(0, -1, -1)||1
38,10,(-1, -1, 0)||7
38,9,(1, -1, 0)||2
38,20,(-1, 0, 1)||1
38,0,(1, 0, 1)||5
38,15,(-1, 0, -1)||1
38,0,(1, 0, -1)||5
0,28,(0, -1, 0)||6
0,38,(0, 0, -1)||6
0,20,(-1, 0, 0)||1
0,14,(0, 1, 1)||9
0,10,(-1, -1, 0)||184
0,4,(1, -1, 0)||3
0,18,(1, 0, 1)||1
0,20,(-1, 0, -1)||2
10,18,(1, 0, 0)||4
10,14,(-1, 1, 0)||11
10,28,(0, -1, -1)||1
10,9,(1, -1, 0)||29
10,18,(1, 0, 1)||3
10,20,(-1, 0, -1)||7
10,15,(-1, 1, 0)||12
10,18,(1, 0, -1)||1
0,30,(0, 0, 1)||6
0,8,(1, -1, 0)||5
0,18,(1, 0, -1)||2
30,0,(0, 1, 0)||8
30,10,(0, -1, 0)||8
30,38,(0, 0, 1)||2
30,0,(0, 0, -1)||6
30,10,(-1, 0, 0)||1
30,0,(1, 0, 0)||6
30,0,(0, 1, 1)||6
30,0,(0, 1, -1)||6
30,13,(-1, 1, 0)||1
30,0,(1, 1, 0)||6
30,10,(0, -1, 1)||7
30,5,(0, -1, -1)||1
30,10,(-1, -1, 0)||6
30,9,(1, -1, 0)||2
30,10,(-1, 0, 1)||3
30,0,(1, 0, 1)||3
30,0,(-1, 0, -1)||5
30,0,(1, 0, -1)||5
38,30,(0, 0, -1)||2
38,10,(-1, 0, 0)||1
38,12,(-1, 1, 0)||1
38,10,(0, -1, -1)||6
38,11,(1, -1, 0)||1
38,10,(-1, 0, -1)||3
19,19,(-1, 0, 0)||6
19,10,(1, 0, 0)||1
19,29,(1, 1, 0)||1
19,12,(0, -1, 1)||1
19,10,(-1, -1, 0)||7
0,38,(0, -1, 1)||7
0,15,(-1, -1, 0)||14
0,19,(-1, 0, -1)||8
0,38,(0, -1, 0)||8
0,12,(0, -1, -1)||16
0,20,(-1, -1, 0)||7
0,38,(0, -1, -1)||6
0,14,(-1, 0, 1)||13
14,14,(-1, 0, 0)||4
14,10,(1, 0, 0)||1
14,14,(1, 1, 0)||1
14,0,(0, -1, -1)||9
14,18,(1, -1, 0)||1
14,15,(-1, 0, 1)||2
14,10,(1, 0, 1)||3
15,15,(-1, 0, 0)||4
15,10,(1, 0, 0)||2
15,15,(1, 1, 0)||1
15,18,(1, -1, 0)||1
15,14,(-1, 0, -1)||2
0,30,(0, -1, 1)||6
0,13,(-1, 0, 1)||9
0,15,(-1, 0, -1)||11
0,30,(0, -1, 0)||8
0,13,(-1, 0, 0)||14
0,12,(-1, 0, 1)||12
0,12,(-1, 0, 0)||12
0,30,(0, -1, -1)||6
0,13,(-1, 0, -1)||9
0,29,(1, 0, 0)||11
0,19,(-1, -1, 0)||9
0,29,(1, 0, -1)||10
0,14,(1, 0, 0)||2
0,14,(-1, -1, 0)||15
0,14,(1, 0, -1)||2
0,13,(-1, -1, 0)||16
0,12,(-1, -1, 0)||14
0,29,(1, -1, 0)||11
2,39,(0, 1, 1)||10
2,39,(0, 1, 0)||11
2,3,(-1, 1, 0)||12
2,4,(0, 1, 1)||4
2,39,(0, 1, -1)||8
2,4,(0, 1, 0)||4
2,28,(-1, 1, 0)||3
2,4,(0, 1, -1)||4
2,11,(0, 1, 1)||8
2,11,(0, 1, 0)||11
10,39,(0, 0, 1)||10
10,3,(-1, 0, 1)||8
39,0,(0, 1, 0)||11
39,2,(0, -1, 0)||11
39,9,(0, 0, 1)||6
39,10,(0, 0, -1)||10
39,3,(-1, 0, 0)||2
39,10,(1, 0, 0)||10
39,0,(0, 1, 1)||8
39,10,(0, 1, -1)||6
39,12,(-1, 1, 0)||1
39,10,(1, 1, 0)||5
39,2,(0, -1, 1)||8
39,2,(0, -1, -1)||10
39,2,(-1, -1, 0)||10
39,2,(1, -1, 0)||10
39,10,(-1, 0, 1)||7
39,10,(1, 0, 1)||5
39,10,(-1, 0, -1)||7
39,11,(1, 0, -1)||4
9,4,(0, 0, 1)||3
9,39,(0, 0, -1)||6
9,10,(-1, 0, 0)||38
9,38,(-1, 1, 0)||2
9,2,(-1, -1, 0)||39
9,28,(-1, 0, 1)||2
9,5,(1, 0, 1)||4
9,3,(-1, 0, -1)||3
4,0,(0, 1, 0)||4
4,2,(0, -1, 0)||4
4,9,(0, 0, 1)||3
4,9,(0, 0, -1)||3
4,28,(-1, 0, 0)||1
4,5,(1, 0, 0)||1
4,18,(0, 1, 1)||1
4,0,(0, 1, -1)||3
4,0,(-1, 1, 0)||3
4,0,(1, 1, 0)||3
4,2,(0, -1, 1)||4
4,2,(0, -1, -1)||4
4,2,(-1, -1, 0)||4
4,2,(1, -1, 0)||4
4,10,(-1, 0, 1)||4
4,10,(1, 0, 1)||4
4,10,(-1, 0, -1)||4
4,10,(1, 0, -1)||4
9,18,(0, 1, 0)||4
9,9,(0, 0, 1)||10
9,4,(0, 0, -1)||3
9,18,(0, 1, 1)||2
9,10,(-1, 1, 0)||29
9,10,(-1, 0, 1)||21
9,28,(-1, 0, -1)||1
9,5,(1, 0, -1)||4
9,9,(0, 0, -1)||10
9,18,(0, 1, -1)||1
9,5,(-1, 0, 1)||4
9,10,(-1, 0, -1)||20
8,5,(-1, 0, 0)||1
8,18,(0, 1, -1)||2
8,0,(-1, 1, 0)||5
8,10,(1, 1, 0)||6
8,2,(-1, -1, 0)||6
8,10,(-1, 0, 1)||4
8,10,(-1, 0, -1)||6
9,11,(0, 0, 1)||6
9,30,(-1, 1, 0)||2
9,39,(1, 0, 1)||2
9,5,(-1, 0, -1)||4
11,0,(0, 1, 0)||11
11,2,(0, -1, 0)||11
11,9,(0, 0, -1)||6
11,10,(-1, 0, 0)||10
11,39,(1, 0, 0)||2
11,0,(0, 1, -1)||8
11,38,(-1, 1, 0)||1
11,0,(1, 1, 0)||7
11,2,(0, -1, -1)||8
11,2,(-1, -1, 0)||10
11,2,(1, -1, 0)||10
11,10,(-1, 0, -1)||5
11,10,(1, 0, -1)||7
10,0,(1, 0, 0)||84
10,39,(0, -1, 1)||6
10,11,(1, -1, 0)||5
10,12,(-1, 0, 1)||2
0,39,(0, -1, 0)||11
0,10,(0, 1, -1)||29
0,17,(1, 1, 0)||8
0,3,(-1, -1, 0)||3
0,38,(-1, 0, 1)||5
0,38,(-1, 0, 0)||6
0,23,(1, 1, 0)||9
0,4,(0, -1, 1)||3
0,39,(0, -1, -1)||8
0,12,(-1, 0, -1)||9
0,4,(0, -1, 0)||4
0,18,(0, 0, 1)||4
0,10,(0, 1, 1)||29
0,28,(-1, -1, 0)||6
0,38,(-1, 0, -1)||5
18,10,(0, 1, 0)||2
18,9,(0, -1, 0)||4
18,18,(0, 0, 1)||2
18,0,(0, 0, -1)||4
18,10,(-1, 0, 0)||4
18,10,(1, 0, 0)||6
18,10,(0, 1, 1)||1
18,0,(0, 1, -1)||4
18,14,(-1, 1, 0)||1
18,10,(1, 1, 0)||2
18,9,(0, -1, 1)||1
18,4,(0, -1, -1)||1
18,10,(-1, -1, 0)||4
18,10,(1, -1, 0)||6
18,10,(-1, 0, 1)||1
18,10,(1, 0, 1)||4
18,0,(-1, 0, -1)||1
18,0,(1, 0, -1)||3
18,0,(0, 0, 1)||3
18,18,(0, 0, -1)||2
18,0,(0, 1, 1)||3
18,10,(0, 1, -1)||1
18,15,(-1, 1, 0)||1
18,8,(0, -1, 1)||2
18,9,(0, -1, -1)||2
18,0,(-1, 0, 1)||2
18,10,(-1, 0, -1)||3
18,10,(1, 0, -1)||2
0,18,(0, 0, -1)||3
0,20,(1, 1, 0)||6
0,30,(-1, 0, 1)||5
0,30,(-1, 0, 0)||6
0,10,(1, 1, 0)||29
0,11,(0, -1, 1)||8
0,11,(0, -1, 0)||11
0,39,(1, -1, 0)||7
0,30,(-1, 0, -1)||3
10,29,(0, 1, 0)||12
10,19,(-1, 0, 0)||1
10,0,(0, -1, 1)||29
10,0,(1, -1, 0)||29
10,17,(1, 0, 1)||1
0,17,(1, 0, 0)||12
0,29,(0, 1, -1)||9
0,23,(1, 0, 1)||13
0,23,(1, 0, 0)||14
0,38,(-1, -1, 0)||6
0,17,(1, 0, -1)||12
0,18,(0, -1, 1)||4
0,23,(1, 0, -1)||11
10,18,(0, -1, 0)||2
10,14,(-1, 0, 0)||1
10,18,(0, -1, 1)||1
10,0,(0, -1, -1)||29
10,15,(-1, 0, 0)||2
10,18,(0, -1, -1)||1
10,20,(1, 0, 1)||1
10,14,(-1, 0, -1)||3
0,18,(0, -1, -1)||3
0,30,(-1, -1, 0)||6
29,0,(0, 1, 0)||12
29,10,(0, -1, 0)||12
29,0,(0, 0, 1)||11
29,0,(-1, 0, 0)||11
29,0,(1, 0, 0)||11
29,0,(0, 1, 1)||11
29,0,(-1, 1, 0)||11
29,0,(1, 1, 0)||11
29,0,(0, -1, 1)||9
29,19,(-1, -1, 0)||1
29,0,(1, -1, 0)||9
29,0,(-1, 0, 1)||10
29,0,(1, 0, 1)||10
0,29,(0, 0, -1)||11
0,17,(1, -1, 0)||14
0,23,(1, -1, 0)||15
14,0,(-1, 0, 0)||2
14,13,(1, 0, 0)||7
14,14,(-1, -1, 0)||1
14,0,(-1, 0, 1)||2
14,12,(1, 0, 1)||4
15,15,(-1, -1, 0)||1
15,13,(1, 0, -1)||4
0,19,(1, 0, 1)||8
0,12,(1, 0, -1)||9
0,29,(0, -1, 0)||12
0,29,(0, -1, -1)||11
2,22,(1, 1, 0)||8
2,11,(0, 1, -1)||10
2,39,(-1, 1, 0)||10
2,4,(-1, 1, 0)||4
2,6,(1, 1, 0)||7
2,7,(1, 1, 0)||3
2,11,(-1, 1, 0)||10
11,10,(0, 0, 1)||10
11,22,(1, 0, 0)||1
11,10,(0, 1, 1)||6
11,10,(-1, 1, 0)||5
11,2,(0, -1, 1)||10
11,39,(-1, 0, 1)||4
11,10,(1, 0, 1)||7
10,11,(0, 0, -1)||10
10,39,(-1, 0, 0)||10
10,22,(1, 0, -1)||5
10,4,(-1, 0, 1)||4
10,6,(1, 0, 1)||6
10,39,(-1, 0, -1)||5
5,4,(-1, 0, 0)||1
5,6,(1, 0, 0)||2
5,9,(-1, 0, 1)||4
5,7,(1, 0, 1)||1
5,9,(-1, 0, -1)||4
10,7,(1, 0, 0)||6
10,18,(-1, 1, 0)||6
10,4,(-1, 0, -1)||4
10,6,(1, 0, -1)||6
10,7,(1, 1, 0)||3
10,7,(1, 0, -1)||5
10,11,(-1, 0, 1)||7
39,11,(-1, 0, 0)||2
39,0,(-1, 1, 0)||7
39,16,(1, 1, 0)||3
39,9,(-1, 0, -1)||2
39,10,(1, 0, -1)||5
0,10,(-1, 0, 0)||84
0,10,(-1, 1, 0)||29
0,22,(1, -1, 0)||8
10,23,(0, 1, 1)||11
10,11,(0, -1, -1)||6
